cms_certification_number_ccn,facility_name,address_line_1,address_line_2,citytown,state,zip_code,countyparish,telephone_number,cms_region,measure_code,measure_name,score,footnote,measure_date_range
011636,COMPASSUS-TROY,"121 SCOUTING CIRCLE",,TROY,AL,36081,Pike,"(334) 566-4357",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011638,"EXPECT CARE HOSPICE","1235 1ST STREET NORTH, SUITE E",,ALABASTER,AL,35007,Shelby,"(205) 444-0126",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011640,"COMFORT CARE HOSPICE OF MONROEVILLE","29 PINEVILLE ROAD",,MONROEVILLE,AL,36460,Monroe,"(251) 227-8880",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011642,"SPRINGHILL HOME HEALTH AND HOSPICE","10 MOBILE STREET",,MOBILE,AL,36607,Mobile,"(251) 725-1268",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011643,"COMFORT CARE  HOSPICE, LLC","407 4TH AVENUE SW",,CULLMAN,AL,35055,Cullman,"(256) 739-4409",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011654,"COMFORT CARE HOSPICE, LLC","2424 DANVILLE ROAD, SUITE M",,DECATUR,AL,35603,Morgan,"(256) 905-0280",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
011655,"SOUTHERNCARE GREENVILLE","501 E COMMERCE STREET",,GREENVILLE,AL,36037,Butler,"(334) 382-1406",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011656,"FIRST CHOICE HOSPICE, INC.","966 NORTH CLAXTON AVENUE",,ELBA,AL,36323,Coffee,"(334) 897-0650",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011657,"ALABAMA HOSPICE CARE OF BIRMINGHAM","285 CALUMET PLACE, SUITE 200",,TRUSSVILLE,AL,35173,Jefferson,"(205) 228-0600",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011660,"OASIS HEALTHCARE - MOODY","3522 VANN RD, STE 104",,BIRMINGHAM,AL,35235,Jefferson,"(205) 640-3303",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011661,"COOSA VALLEY HOSPICE","315 WEST HICKORY STREET",,SYLACAUGA,AL,35150,Talladega,"(256) 401-4545",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011662,"ALABAMA HOSPICE CARE OF JASPER","1706 HWY 78 E",,JASPER,AL,35501,Walker,"(205) 385-0200",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011663,"KELLEY HEALTH HOSPICE, INC.","453 19TH STREET WEST",,JASPER,AL,35501,Walker,"(205) 387-2300",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
011664,"COMPASSUS HOSPICE AND PALLIATIVE CARE-BIRMINGHAM","1400 URBAN CENTER DRIVE, SUITE 100",,"VESTAVIA HILLS",AL,35242,Jefferson,"(205) 437-8655",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011668,"COMFORT CARE HOSPICE, LLC","600 BROAD STREET, SUITE 301",,GADSDEN,AL,35901,Etowah,"(256) 413-9045",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011669,"AMEDISYS HOSPICE, LLC","412 SOUTH COURT STREET, SUITE 302",,FLORENCE,AL,35630,Lauderdale,"(256) 760-7877",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011670,"ENCOMPASS HEALTH HOSPICE - RAINBOW CITY","101 CHURCH STREET, SUITE A",,"RAINBOW CITY",AL,35906,Etowah,"(256) 467-3568",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011671,"ALABAMA HOSPICE CARE OF EAST ALABAMA","801 NOBLE STREET, SUITE 700",,ANNISTON,AL,36201,Calhoun,"(256) 831-2031",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011673,"COMFORT CARE HOSPICE, LLC","315 SAINT LUKES DRIVE",,MONTGOMERY,AL,36117,Montgomery,"(334) 514-0244",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011674,"WIREGRASS HOSPICE, LLC","5000 BRADFORD DRIVE NW, SUITE 3A",,HUNTSVILLE,AL,35805,Madison,"(256) 837-1290",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011675,"WIREGRASS HOSPICE, LLC.","2550 ACTON ROAD, SUITE 110",,BIRMINGHAM,AL,35243,Jefferson,"(205) 870-4340",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011676,"GOOD SAMARITAN HOSPICE OF MADISON","540 HUGHES ROAD, SUITE 12",,MADISON,AL,35758,Madison,"(256) 772-8108",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011677,"LHCG XX11, LLC","94 MCFARLAND BLVD",,NORTHPORT,AL,35476,Tuscaloosa,"(205) 633-3705",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
011678,COMPASSUS-FLORENCE,"507 EAST DR HICKS BOULEVARD",,FLORENCE,AL,35634,Lauderdale,"(256) 757-2414",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
011680,"FIRST CHOICE HOSPICE-OZARK","1864 ANDREWS AVENUE  SUITE A",,OZARK,AL,36360,Dale,"(334) 774-3113",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011681,"FIRST CHOICE HOSPICE ANDALUSIA","1015 S THREE NOTCH ST",,ANDALUSIA,AL,36420,Covington,"(334) 897-0650",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011682,"ENHABIT HOSPICE - HUNTSVILLE","9668 MADISON BLVD, SUITE 335",,MADISON,AL,35758,Madison,"(256) 203-8508",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
011684,"ST JOSEPH HOSPICE OF SOUTH ALABAMA LLC","23 MIDTOWN PARK W, UNIT B",,MOBILE,AL,36607,Mobile,"(251) 675-7555",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011685,"HOSPICE OF MONROE COUNTY","2016 SOUTH ALABAMA AVENUE",,MONROEVILLE,AL,36460,Monroe,"(251) 575-3111",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
011686,"PROHEALTH HOSPICE","300 MEDICAL CENTER DRIVE, SUITE 102",,GADSDEN,AL,35903,Etowah,"(256) 494-8170",4,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
021500,"ANCORA HOME HEALTH & HOSPICE, LLC","3831 E BLUE LUPINE   STE B",,WASILLA,AK,99654,Matanuska-Susitna,"(907) 561-9240",10,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
021505,"HOSPICE AND HOME CARE OF JUNEAU","1803 GLACIER HIGHWAY",,JUNEAU,AK,99801,Juneau,"(907) 463-6111",10,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
021506,"PROVIDENCE HOSPICE ALASKA","4001 DALE STREET, SUITE 101",,ANCHORAGE,AK,99508,Anchorage,"(907) 563-0130",10,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
021507,"FAIRBANKS MEMORIAL HOSPITAL HOSPICE SERVICES","2001 GILLAM WAY",,FAIRBANKS,AK,99701,Fairbanks,"(907) 458-3090",10,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
021508,"ENHABIT HOSPICE","3909 ARCTIC BLVD SUITE 102",,ANCHORAGE,AK,99503,Anchorage,"(907) 272-1275",10,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031500,"HOSPICE OF THE VALLEY - CENTRAL","1510 EAST FLOWER STREET, BUILDING 2",,PHOENIX,AZ,85014,Maricopa,"(602) 287-7000",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031501,"AMEDISYS HOSPICE","1585 EAST RIVER ROAD, SUITE 201",,TUCSON,AZ,85718,Pima,"(520) 205-7700",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031502,"NORTHERN ARIZONA HOSPICE","203 SOUTH CANDY LANE, SUITE 2A",,COTTONWOOD,AZ,86326,Yavapai,"(928) 639-6676",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031505,"HOSPICE OF THE VALLEY EAST","2020 EAST WOODSIDE COURT",,GILBERT,AZ,85297,Maricopa,"(480) 730-5980",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031508,"HOSPICE OF YUMA","1824 SOUTH 8TH AVENUE",,YUMA,AZ,85364,Yuma,"(928) 343-2222",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031512,"NORTHLAND HOSPICE AND PALLIATIVE CARE, INC.","452 NORTH SWITZER CANYON DRIVE",,FLAGSTAFF,AZ,86001,Coconino,"(928) 779-1227",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031514,"T M C HOSPICE AKA PEPPI'S HOUSE","2715 NORTH WYATT DRIVE",,TUCSON,AZ,85712,Pima,"(520) 324-5624",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031515,"HOSPICE OF THE VALLEY - WEST (031515)","9435 WEST PEORIA AVENUE",,PEORIA,AZ,85345,Maricopa,"(623) 583-4848",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031517,"SCOTTSDALE HOSPICE OF THE VALLEY","16117 NORTH 76TH STREET",,SCOTTSDALE,AZ,85260,Maricopa,"(480) 663-6500",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031519,"HOSPICE FAMILY CARE, INC. - TUCSON","6300 EAST EL DORADO PLAZA, A-100",,TUCSON,AZ,85715,Pima,"(520) 790-9299",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031520,"BANNER HOSPICE","275 EAST GERMANN ROAD, SUITE 110N",,GILBERT,AZ,85297,Maricopa,"(480) 657-1100",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031521,"HOSPICE COMPASSUS-CASA GRANDE","1675 EAST MONUMENT PLAZA DRIVE, SUITE A",,"CASA GRANDE",AZ,85122,Pinal,"(520) 421-7143",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031522,"EDEN HOSPICE","1491 WEST THATCHER BOULEVARD, SUITE 108",,SAFFORD,AZ,85546,Graham,"(928) 432-6255",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031523,"HOSPICE COMPASSUS-PAYSON","511 SOUTH MUDSPRING ROAD, SUITE #1",,PAYSON,AZ,85541,Gila,"(928) 472-6340",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031529,"CASA DE LA PAZ HOSPICE","49 NORTH CORONADO DRIVE, SUITE C",,"SIERRA VISTA",AZ,85635,Cochise,"(520) 263-3400",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031537,"HOSPICE FAMILY CARE, INC","201 WEST GUADALUPE ROAD, SUITE 308",,GILBERT,AZ,85233,Maricopa,"(480) 461-3144",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031540,"VALIANT HOSPICE & PALLIATIVE CARE, LLC","637 SOUTH 48TH STREET, SUITE 104",,TEMPE,AZ,85281,Maricopa,"(602) 274-1952",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031543,"HOSPICE OF HAVASU, INC.","232 LONDON BRIDGE ROAD, BUILDING A",,"LAKE HAVASU CITY",AZ,86403,Mohave,"(928) 453-2111",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031547,"CASA DE LA LUZ HOSPICE","7740 NORTH ORACLE ROAD",,TUCSON,AZ,85704,Pima,"(520) 523-2900",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031548,"PROMEDICA HOSPICE (TUCSON)","3112 NORTH SWAN ROAD",,TUCSON,AZ,85712,Pima,"(520) 325-2790",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031550,"HOSPICE COMPASSUS - WHITE MOUNTAIN","1789 WEST COMMERCE DRIVE, SUITE A",,LAKESIDE,AZ,85929,Navajo,"(928) 368-4400",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031551,"CHARLES WM. LEIGHTON, JR. HOSPICE, INC.","524 WEST MALEY PLACE",,WILLCOX,AZ,85643,Cochise,"(520) 384-5878",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031552,"KINGMAN REGIONAL MEDICAL CENTER HOSPICE","2202 STOCKTON HILL ROAD, SUITE 200",,KINGMAN,AZ,86401,Mohave,"(928) 757-0602",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031553,"PREMIER HOSPICE AND PALLIATIVE CARE, LLC","3550 NORTH CENTRAL AVENUE, SUITE 1200",,PHOENIX,AZ,85012,Maricopa,"(602) 274-7572",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031555,"COMPASSUS - PHOENIX","5333 N 7TH ST, STE C123",,PHOENIX,AZ,85014,Maricopa,"(623) 900-2645",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031556,"THEMA HEALTH SERVICES","1725 EAST OSBORN ROAD SUITE 2",,PHOENIX,AZ,85016,Maricopa,"(602) 889-4400",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031559,"COPPER BASIN HEALTHCARE, INC.","6719 EAST 2ND ST., SUITE A",,"PRESCOTT VALLEY",AZ,86314,Yavapai,"(928) 632-0111",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031560,"HOSPICE COMPASSUS - SEDONA/ FLAGSTAFF","7000 STATE ROUTE 179, SUITE D100",,SEDONA,AZ,86351,Coconino,"(928) 284-0180",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031562,"VALOR HOSPICECARE, LLC","1760 E RIVER ROAD, SUITE 150",,TUCSON,AZ,85718,Pima,"(520) 615-3996",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031563,"AMERICARE HOSPICE AND PALLIATIVE CARE","1212 NORTH SPENCER STREET, SUITE 2",,MESA,AZ,85203,Maricopa,"(480) 726-7773",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031564,"KINDRED HOSPICE","3107 CLEARWATER DRIVE, SUITE B",,PRESCOTT,AZ,86305,Yavapai,"(928) 460-5965",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031565,"INFINITY HOSPICE CARE, LLC","8434 EAST SHEA BOULEVARD",,SCOTTSDALE,AZ,85260,Maricopa,"(602) 381-0375",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031573,"HOSPICE COMPASSUS - YUMA","2320 SOUTH 22ND DRIVE, OFFICE A",,YUMA,AZ,85364,Yuma,"(928) 344-6100",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031577,"SOULISTIC HOSPICE","16-18 CALLE IGLESIA",,TUBAC,AZ,85646,"Santa Cruz","(520) 398-2333",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031578,"CASA DE LA LUZ EAST VALLEY","2152 SOUTH VINEYARD AVENUE, SUITE 117",,MESA,AZ,85210,Maricopa,"(480) 895-5434",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031579,"EMBLEM HOSPICE CENTRAL","301 EAST BETHANY HOME ROAD, SUITE C-275",,PHOENIX,AZ,85012,Maricopa,"(623) 847-2323",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031581,"HOSPICE COMPASSUS - BULLHEAD CITY","2755 SILVER CREEK ROAD, SUITE 211",,"BULLHEAD CITY",AZ,86442,Mohave,"(928) 763-6433",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031582,"AVIANT HOSPICE GILA","136 SOUTH BROAD STREET",,GLOBE,AZ,85501,Gila,"(928) 425-5400",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031583,"AVIANT HOSPICE YAVAPAI","1756 EAST VILLA DRIVE, SUITE C17",,COTTONWOOD,AZ,86326,Yavapai,"(928) 634-1073",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031584,"GOOD SAMARITAN SOCIETY PRESCOTT HOSPICE","1065 RUTH STREET, SUITE 108-109",,PRESCOTT,AZ,86301,Yavapai,"(928) 778-5655",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031586,"VALOR HOSPICECARE, LLC","1048 EAST FRY BOULEVARD, SUITE E",,"SIERRA VISTA",AZ,85635,Cochise,"(520) 458-9450",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031588,"FAITH HOSPICE","426 NORTH 44TH STREET, SUITE 405",,PHOENIX,AZ,85008,Maricopa,"(602) 476-2047",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031591,"COPPER COMMUNITIES HOSPICE, LLC","1400 NORTH GILBERT ROAD, SUITE H",,GILBERT,AZ,85234,Maricopa,"(480) 398-2411",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031592,"HOSPICE OF THE WEST, LLC","21410 NORTH 19TH AVENUE, SUITE 100",,PHOENIX,AZ,85027,Maricopa,"(602) 343-6422",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031593,"ARISTA HOSPICE","1636 NORTH SWAN, SUITE 250",,TUCSON,AZ,85712,Pima,"(520) 333-0333",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031594,"RED ROCK HEALTHCARE INC","43 6TH AVENUE",,PAGE,AZ,86040,Coconino,"(928) 645-0366",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031595,"EMBLEM HOSPICE","1400 E SOUTHERN AVENUE, SUITE 1010-B",,TEMPE,AZ,85282,Maricopa,"(480) 444-7800",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031598,"COMPREHENSIVE HOSPICE AND PALLIATIVE CARE, LLC","2111 EAST HIGHLAND AVENUE, SUITE B-425",,PHOENIX,AZ,85016,Maricopa,"(602) 795-9705",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031599,"ARIA HOSPICE COMFORT CARE","7225 NORTH MONA LISA ROAD, SUITE 101",,TUCSON,AZ,85741,Pima,"(520) 547-7000",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031600,"SUMMIT HOSPICE","7310 NORTH 16TH STREET, SUITE 100A",,PHOENIX,AZ,85020,Maricopa,"(602) 535-8255",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031601,"TRADITIONS HEALTH","1840 EAST UNIVERSITY DRIVE, SUITE 6",,MESA,AZ,85203,Maricopa,"(480) 246-3560",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031602,"SAGE HOSPICE LLC","5111 N SCOTTSDALE ROAD, SUITE 204",,SCOTTSDALE,AZ,85250,Maricopa,"(480) 777-5117",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031605,"GERINET PALLIATIVE CARE, LLC","5210 E WILLIAMS CIRCLE STE 530",,TUCSON,AZ,85711,Pima,"(520) 300-9337",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031606,"TRADITIONS HEALTH","7975 NORTH HAYDEN ROAD, SUITE A-203",,SCOTTSDALE,AZ,85258,Maricopa,"(480) 745-3015",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031607,"BEACON OF HOPE HOSPICE","1760 MCCULLOCH BOULEVARD NORTH, SUITE 204",,"LAKE HAVASU",AZ,86403,Mohave,"(928) 854-4200",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031608,"COMPANION HOSPICE AND PALLIATIVE CARE OF MARICOPA,","1930 SOUTH ALMA SCHOOL ROAD, SUITE A103",,MESA,AZ,85210,Maricopa,"(714) 741-0273",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031609,"QUALITY HOSPICE CARE, INC.","3085 N WINDSONG DRIVE, SUITE B",,"PRESCOTT VALLEY",AZ,86314,Yavapai,"(480) 588-8200",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031610,"BEACON OF HOPE HOSPICE","3550 NORTH LANE, SUITES 102,104,106 &108",,"BULLHEAD CITY",AZ,86442,Mohave,"(928) 444-8122",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031611,"LIVING WATERS HOSPICE, LLC","3711 WEST HIGHWAY 68",,"GOLDEN VALLEY",AZ,86413,Mohave,"(928) 565-9000",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031613,"AEGIS HOSPICE, INC.","7227 EAST BASELINE ROAD, SUITE 129",,MESA,AZ,85209,Maricopa,"(480) 219-4790",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031614,"AGAPE HOSPICE & PALLIATIVE CARE","4400 EAST BROADWAY BOULEVARD, SUITE 400",,TUCSON,AZ,85711,Pima,"(520) 207-5817",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031616,"PILLARS HOSPICE CARE, LLC","10221 NORTH 32ND STREET, SUITE H",,PHOENIX,AZ,85028,Maricopa,"(602) 788-1138",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
031618,"HEALTH AT HOME HOSPICE - PHOENIX, LLC","8222 SOUTH 48TH STREET, SUITE 105",,PHOENIX,AZ,85044,Maricopa,"(480) 361-5645",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031621,"HORIZON HOSPICE","2720 EAST THOMAS ROAD, SUITE B-270",,PHOENIX,AZ,85016,Maricopa,"(480) 894-5113",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031622,"ACCORD HOSPICE OF THE WHITE MOUNTAINS, LLC","5300 SOUTH SUTTER DRIVE, BUILDING C",,"SHOW LOW",AZ,85901,Navajo,"(928) 271-8013",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031623,"HOSPICE AT HOME OF ARIZONA, LLC","2500 SOUTH POWER ROAD, BUILDING 1, SUITE 125A",,MESA,AZ,85209,Maricopa,"(480) 478-0643",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031624,"HUMMINGBIRD HEALTHCARE, LLC","7225 NORTH ORACLE ROAD, SUITE 202",,TUCSON,AZ,85704,Pima,"(520) 297-1460",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031625,"MAGGIE'S HOSPICE, LLC","801 MILLER VALLEY ROAD",,PRESCOTT,AZ,86301,Yavapai,"(928) 775-2290",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031626,"OSHYN HOSPICE AND PALLIATIVE CARE","1870 WEST PRINCE ROAD, SUITE 37",,TUCSON,AZ,85705,Pima,"(520) 795-3535",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
031627,"ARIZONA BEST HOSPICE, LLC","250 WEST 24TH STREET, SUITE P",,YUMA,AZ,85364,Yuma,"(928) 783-0705",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
031628,"EH HEALTH HOSPICE OF THE SOUTHWEST, LLC","1635 NORTH GREENFIELD ROAD, SUITE 126",,MESA,AZ,85205,Maricopa,"(480) 407-4597",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031630,"HOSPICE PROMISE, LLC","17235 N 75TH AVE STE E175",,GLENDALE,AZ,85308,Maricopa,"(623) 209-7003",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031631,"WINGS OF HOPE HOSPICE AND PALLIATIVE CARE, INC.","11022 NORTH 28TH DRIVE, SUITE 205",,PHOENIX,AZ,85029,Maricopa,"(602) 971-0304",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
031632,"AMHA HOSPICE, LLC","1410 W GUADALUPE RD, BUILDING 2 - SUITE 109",,GILBERT,AZ,85233,Maricopa,"(480) 359-3998",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031633,"HOSPICE OF PAYSON, LLC","900 NORTH BEELINE HIGHWAY, SUITE B",,PAYSON,AZ,85541,Gila,"(928) 474-2415",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
031634,"BILLET HOSPICE INC- PEORIA","6718 WEST GREENWAY ROAD, SUITE 205",,PEORIA,AZ,85381,Maricopa,"(833) 224-5538",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
